record_type,item_id,item_version,locale,candidate_fingerprint,technical_or_decision_name,semantic_contract,primary_text,explanation_or_tip,example,workflow_effect_or_options,candidate_status,reviewer_name,reviewer_decision,reviewed_at_rfc3339,evidence_reference,reviewer_comments
"question","v2.workflow.conditions.condition_08_field","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","Which request detail should this rule check?","Name the request detail that decides which path to use, such as amount, country, or purchase type.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_field","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","這項規則應檢查哪一項申請資料？","請列出決定使用哪種處理方式的申請資料，例如金額、國家或採購類別。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_field","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","这项规则应检查哪一项申请信息？","请列出决定使用哪种处理方式的申请资料，例如金额、国家或采购类别。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_comparison","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","How should we compare that detail?","Choose the simple check to make. For example, ‘at least’ lets an amount of HK$10,000 or more use the different path.","","equals: Equals | not_equals: Does not equal | greater_than: Greater than | at_least: At least | less_than: Less than | at_most: At most","approved","","","","",""
"question","v2.workflow.conditions.condition_08_comparison","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","應如何比較這項資料？","選擇簡單的檢查方法。例如選「不少於」，金額為 HK$10,000 或以上便使用不同處理方式。","","equals: 等於 | not_equals: 不等於 | greater_than: 大於 | at_least: 不少於 | less_than: 小於 | at_most: 不多於","approved","","","","",""
"question","v2.workflow.conditions.condition_08_comparison","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","应如何比较这项资料？","选择简单的检查方法。例如选“不少于”，金额为 HK$10,000 或以上便使用不同处理方式。","","equals: 等于 | not_equals: 不等于 | greater_than: 大于 | at_least: 不少于 | less_than: 小于 | at_most: 不多于","approved","","","","",""
"question","v2.workflow.conditions.condition_08_value","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What value should make this rule apply?","Enter the value used by the check, such as ‘10000’ for an amount or ‘Hong Kong’ for a location.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_value","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","甚麼數值會令這項規則適用？","填寫檢查時使用的數值，例如金額填「10000」，地點填「香港」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_value","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","什么数值会让这项规则适用？","填写检查时使用的数值，例如金额填“10000”，地点填“香港”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_matching","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it matches?","Say what should happen when the request meets this check, for example ‘send it to Finance before the manager’.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_matching","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合時應如何處理？","說明申請符合此檢查時應如何處理，例如「先交財務部，再交經理」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_matching","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合时应如何处理？","说明申请符合此检查时应如何处理，例如“先交财务部，再交经理”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_otherwise","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it does not match?","Say what should happen when the request does not meet the check. This is the normal path for the other requests.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_otherwise","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合時應如何處理？","說明申請不符合此檢查時應如何處理，這是其他申請的正常處理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_08_otherwise","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_08_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合时应如何处理？","说明申请不符合此检查时应如何处理，这是其他申请的正常处理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.add_another_08","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_08","workflow.conditions | choice | v2.fact.workflow.conditions.v1","Do you need another rule for different approval steps?","Choose Yes only if there is another different rule that sends requests along another path. Keep each rule simple.","","yes: Yes | no: No","approved","","","","",""
"question","v2.workflow.conditions.add_another_08","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_08","workflow.conditions | choice | v2.fact.workflow.conditions.v1","是否需要另一項規則來決定不同的審批步驟？","只有另有一項不同規則會令申請走另一種處理方式時才選「是」。每項規則請保持簡單。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.conditions.add_another_08","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_08","workflow.conditions | choice | v2.fact.workflow.conditions.v1","是否需要另一项规则来决定不同的审批步骤？","只有另有一项不同规则会令申请走另一种处理方式时才选“是”。每项规则请保持简单。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.conditions.condition_09_field","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","Which request detail should this rule check?","Name the request detail that decides which path to use, such as amount, country, or purchase type.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_field","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","這項規則應檢查哪一項申請資料？","請列出決定使用哪種處理方式的申請資料，例如金額、國家或採購類別。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_field","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","这项规则应检查哪一项申请信息？","请列出决定使用哪种处理方式的申请资料，例如金额、国家或采购类别。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_comparison","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","How should we compare that detail?","Choose the simple check to make. For example, ‘at least’ lets an amount of HK$10,000 or more use the different path.","","equals: Equals | not_equals: Does not equal | greater_than: Greater than | at_least: At least | less_than: Less than | at_most: At most","approved","","","","",""
"question","v2.workflow.conditions.condition_09_comparison","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","應如何比較這項資料？","選擇簡單的檢查方法。例如選「不少於」，金額為 HK$10,000 或以上便使用不同處理方式。","","equals: 等於 | not_equals: 不等於 | greater_than: 大於 | at_least: 不少於 | less_than: 小於 | at_most: 不多於","approved","","","","",""
"question","v2.workflow.conditions.condition_09_comparison","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","应如何比较这项资料？","选择简单的检查方法。例如选“不少于”，金额为 HK$10,000 或以上便使用不同处理方式。","","equals: 等于 | not_equals: 不等于 | greater_than: 大于 | at_least: 不少于 | less_than: 小于 | at_most: 不多于","approved","","","","",""
"question","v2.workflow.conditions.condition_09_value","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What value should make this rule apply?","Enter the value used by the check, such as ‘10000’ for an amount or ‘Hong Kong’ for a location.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_value","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","甚麼數值會令這項規則適用？","填寫檢查時使用的數值，例如金額填「10000」，地點填「香港」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_value","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","什么数值会让这项规则适用？","填写检查时使用的数值，例如金额填“10000”，地点填“香港”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_matching","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it matches?","Say what should happen when the request meets this check, for example ‘send it to Finance before the manager’.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_matching","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合時應如何處理？","說明申請符合此檢查時應如何處理，例如「先交財務部，再交經理」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_matching","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合时应如何处理？","说明申请符合此检查时应如何处理，例如“先交财务部，再交经理”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_otherwise","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it does not match?","Say what should happen when the request does not meet the check. This is the normal path for the other requests.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_otherwise","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合時應如何處理？","說明申請不符合此檢查時應如何處理，這是其他申請的正常處理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_09_otherwise","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_09_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合时应如何处理？","说明申请不符合此检查时应如何处理，这是其他申请的正常处理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.add_another_09","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_09","workflow.conditions | choice | v2.fact.workflow.conditions.v1","Do you need another rule for different approval steps?","Choose Yes only if there is another different rule that sends requests along another path. Keep each rule simple.","","yes: Yes | no: No","approved","","","","",""
"question","v2.workflow.conditions.add_another_09","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_09","workflow.conditions | choice | v2.fact.workflow.conditions.v1","是否需要另一項規則來決定不同的審批步驟？","只有另有一項不同規則會令申請走另一種處理方式時才選「是」。每項規則請保持簡單。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.conditions.add_another_09","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.add_another_09","workflow.conditions | choice | v2.fact.workflow.conditions.v1","是否需要另一项规则来决定不同的审批步骤？","只有另有一项不同规则会令申请走另一种处理方式时才选“是”。每项规则请保持简单。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.conditions.condition_10_field","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","Which request detail should this rule check?","Name the request detail that decides which path to use, such as amount, country, or purchase type.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_field","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","這項規則應檢查哪一項申請資料？","請列出決定使用哪種處理方式的申請資料，例如金額、國家或採購類別。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_field","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_field","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","这项规则应检查哪一项申请信息？","请列出决定使用哪种处理方式的申请资料，例如金额、国家或采购类别。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_comparison","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","How should we compare that detail?","Choose the simple check to make. For example, ‘at least’ lets an amount of HK$10,000 or more use the different path.","","equals: Equals | not_equals: Does not equal | greater_than: Greater than | at_least: At least | less_than: Less than | at_most: At most","approved","","","","",""
"question","v2.workflow.conditions.condition_10_comparison","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","應如何比較這項資料？","選擇簡單的檢查方法。例如選「不少於」，金額為 HK$10,000 或以上便使用不同處理方式。","","equals: 等於 | not_equals: 不等於 | greater_than: 大於 | at_least: 不少於 | less_than: 小於 | at_most: 不多於","approved","","","","",""
"question","v2.workflow.conditions.condition_10_comparison","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_comparison","workflow.conditions | choice | v2.fact.workflow.conditions.v1","应如何比较这项资料？","选择简单的检查方法。例如选“不少于”，金额为 HK$10,000 或以上便使用不同处理方式。","","equals: 等于 | not_equals: 不等于 | greater_than: 大于 | at_least: 不少于 | less_than: 小于 | at_most: 不多于","approved","","","","",""
"question","v2.workflow.conditions.condition_10_value","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What value should make this rule apply?","Enter the value used by the check, such as ‘10000’ for an amount or ‘Hong Kong’ for a location.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_value","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","甚麼數值會令這項規則適用？","填寫檢查時使用的數值，例如金額填「10000」，地點填「香港」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_value","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","什么数值会让这项规则适用？","填写检查时使用的数值，例如金额填“10000”，地点填“香港”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_matching","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it matches?","Say what should happen when the request meets this check, for example ‘send it to Finance before the manager’.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_matching","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合時應如何處理？","說明申請符合此檢查時應如何處理，例如「先交財務部，再交經理」。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_matching","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_matching","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","符合时应如何处理？","说明申请符合此检查时应如何处理，例如“先交财务部，再交经理”。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_otherwise","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when it does not match?","Say what should happen when the request does not meet the check. This is the normal path for the other requests.","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_otherwise","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合時應如何處理？","說明申請不符合此檢查時應如何處理，這是其他申請的正常處理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.condition_10_otherwise","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.condition_10_otherwise","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","不符合时应如何处理？","说明申请不符合此检查时应如何处理，这是其他申请的正常处理方式。","","","approved","","","","",""
"question","v2.notifications.rules.add_another_01","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_01","notifications.rules | choice | v2.fact.notifications.rules.v1","Do you need another message?","Choose Yes only if another event needs its own message. Choose No when people will receive all the messages they need.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.add_another_01","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_01","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一則通知？","只有另一個事件需要獨立通知時才選「是」。相關人士已會收到所需通知時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.add_another_01","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_01","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一则通知？","只有另一个事件需要独立通知时才选“是”。相关人员已会收到所需通知时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.notification_02_event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send this message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出此通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送此通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive this message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到此通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到此通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_02_channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should this message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.notification_02_channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","","in_app: 應用程式內 | email: 電郵","approved","","","","",""
"question","v2.notifications.rules.notification_02_channel","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_02_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知应如何发送？","选择通知应送到哪里：此应用内、电子邮件，或按公司规定两者都使用。","","in_app: 应用内 | email: 电子邮件","approved","","","","",""
"question","v2.notifications.rules.add_another_02","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_02","notifications.rules | choice | v2.fact.notifications.rules.v1","Do you need another message?","Choose Yes only if another event needs its own message. Choose No when people will receive all the messages they need.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.add_another_02","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_02","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一則通知？","只有另一個事件需要獨立通知時才選「是」。相關人士已會收到所需通知時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.add_another_02","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_02","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一则通知？","只有另一个事件需要独立通知时才选“是”。相关人员已会收到所需通知时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.notification_03_event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send this message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出此通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送此通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive this message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到此通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到此通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_03_channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should this message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.notification_03_channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","","in_app: 應用程式內 | email: 電郵","approved","","","","",""
"question","v2.notifications.rules.notification_03_channel","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_03_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知应如何发送？","选择通知应送到哪里：此应用内、电子邮件，或按公司规定两者都使用。","","in_app: 应用内 | email: 电子邮件","approved","","","","",""
"question","v2.notifications.rules.add_another_03","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_03","notifications.rules | choice | v2.fact.notifications.rules.v1","Do you need another message?","Choose Yes only if another event needs its own message. Choose No when people will receive all the messages they need.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.add_another_03","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_03","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一則通知？","只有另一個事件需要獨立通知時才選「是」。相關人士已會收到所需通知時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.add_another_03","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.add_another_03","notifications.rules | choice | v2.fact.notifications.rules.v1","是否需要另一则通知？","只有另一个事件需要独立通知时才选“是”。相关人员已会收到所需通知时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.notification_04_event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send this message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出此通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送此通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive this message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到此通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到此通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.notification_04_channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should this message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.notification_04_channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.notification_04_channel","notifications.rules | choice | v2.fact.notifications.rules.v1","此通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","","in_app: 應用程式內 | email: 電郵","approved","","","","",""
